Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Genres,Metadata.Licensed?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Re-release?,Release.Year,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Polled,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Polled,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Polled,Length.Main Story.Rushed
Indianapolis 500 Legends,True,1,True,True,Racing / Driving,True,,True,51,0.07,16.95,Nintendo DS,T,True,2007,14.5,14.5,14.5,1,14.5,14.5,14.5,14.5,1,14.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Assassin's Creed,True,1,True,True,Action,True,Ubisoft,True,81,1.77,17.95,PlayStation 3,T,True,2007,18.75,56.7,17.0,1100,11.933333333333334,31.933333333333334,63.25,30.0,115,22.98333333333333,19.75,34.333333333333336,19.616666666666667,443,13.583333333333334,15.3,23.566666666666663,15.0,564,10.566666666666666
Hotel Dusk: Room 215,True,1,True,True,Adventure,True,Nintendo,True,78,0.22,14.95,Nintendo DS,E,True,2007,15.6,24.816666666666663,15.0,85,12.45,16.733333333333334,25.35,16.0,17,12.983333333333333,16.383333333333333,17.333333333333332,16.0,9,15.583333333333334,15.15,18.08333333333333,15.0,59,12.916666666666666
TMNT,True,1,True,True,Action,True,Ubisoft,True,58,0.28,19.95,X360,E,True,2007,4.916666666666667,6.466666666666667,5.0,32,3.466666666666667,5.183333333333334,6.166666666666667,5.0,10,4.4,5.5,6.8,5.75,4,4.05,4.65,5.466666666666667,4.75,18,3.35
WWE Smackdown vs. Raw 2008,True,6,True,True,Sports,True,THQ,True,74,0.64,14.95,PlayStation 3,E,True,2007,25.316666666666663,42.1,13.1,14,11.95,45.03333333333333,56.38333333333333,50.5,5,26.23333333333333,30.9,35.68333333333333,30.9,2,26.116666666666667,9.65,12.4,10.0,7,7.4
Endless Ocean,True,1,True,True,Simulation,True,Nintendo,True,72,0.44,24.95,Nintendo Wii,E,True,2007,10.966666666666669,11.733333333333333,10.966666666666669,2,10.2,0.0,0.0,0.0,0,0.0,10.966666666666669,11.733333333333333,10.966666666666669,2,10.2,0.0,0.0,0.0,0,0.0
The Sims 2,True,1,True,True,"Role-Playing (RPG),Simulation",True,EA,True,70,0.83,17.95,Nintendo DS,M,True,2005,55.93333333333333,122.7,34.916666666666664,20,29.7,200.0,200.0,200.0,1,200.0,61.55,90.38333333333334,60.0,7,42.0,40.66666666666666,77.9,30.98333333333333,12,24.9
Tom Clancy's EndWar,True,1,True,True,Strategy,True,Ubisoft,True,77,0.56,16.95,X360,E,True,2008,14.533333333333331,25.566666666666663,9.75,7,9.05,0.0,0.0,0.0,0,0.0,39.0,39.0,39.0,1,39.0,10.466666666666669,14.016666666666667,8.866666666666667,6,7.816666666666666
Banjo-Kazooie: Nuts & Bolts,True,1,True,True,"Action,Adventure,Racing / Driving,Sports",True,Microsoft,True,79,0.31,17.95,X360,E,True,2008,26.933333333333334,71.6,19.45,34,17.45,56.0,84.81666666666666,43.3,8,38.516666666666666,20.48333333333333,25.366666666666667,21.0,11,17.866666666666667,16.183333333333334,19.016666666666666,15.9,15,13.866666666666667
Baja: Edge of Control,True,4,True,True,"Racing / Driving,Simulation,Sports",True,THQ,True,61,0.09,17.95,PlayStation 3,M,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Hot Shots Golf: Out of Bounds,True,4,True,True,Sports,True,Sony,True,81,0.3,34.95,PlayStation 3,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Gurumin: A Monstrous Adventure,True,1,True,True,Action,True,,True,78,0.01,13.95,Sony PSP,T,True,2006,11.516666666666667,16.0,10.5,33,9.25,19.0,19.0,19.0,1,19.0,12.8,16.55,11.383333333333333,18,10.35,9.316666666666666,10.266666666666667,9.4,14,8.416666666666666
Spider-Man 2,True,1,True,True,Action,True,Activision,True,67,0.38,14.95,Sony PSP,M,True,2005,13.25,48.38333333333333,10.0,37,7.066666666666666,72.56666666666666,78.86666666666666,72.56666666666666,2,66.28333333333333,12.766666666666667,17.316666666666666,12.5,12,10.483333333333333,8.35,11.083333333333334,8.0,23,5.333333333333333
Tony Hawk's Proving Ground,True,1,True,True,Sports,True,Activision,True,39,0.21,13.95,Nintendo DS,M,True,2007,8.133333333333333,8.133333333333333,8.133333333333333,1,8.133333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.133333333333333,8.133333333333333,8.133333333333333,1,8.133333333333333
Prince of Persia: Revelations,True,1,True,True,Action,True,Ubisoft,True,65,0.17,6.95,Sony PSP,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
EA Playground,True,1,True,True,"Racing / Driving,Sports",True,EA,True,60,0.31,11.95,Nintendo DS,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Golden Compass,True,1,True,True,Action,True,Sega,True,40,0.12,12.95,PlayStation 3,M,True,2007,8.566666666666666,12.133333333333333,7.0,5,6.383333333333334,0.0,0.0,0.0,0,0.0,16.5,16.5,16.5,1,16.5,6.583333333333333,7.1,6.983333333333333,4,5.883333333333333
SimCity DS,True,1,True,True,Simulation,True,EA,True,69,0.29,14.95,Nintendo DS,T,True,2007,3.0,3.0,3.0,1,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,3.0,1,3.0
Warriors Orochi,True,2,True,True,"Action,Role-Playing (RPG)",True,,True,53,0.17,19.95,X360,E,True,2007,16.25,28.8,15.0,5,9.7,42.0,42.0,42.0,1,42.0,9.383333333333333,12.183333333333334,9.383333333333333,2,6.566666666666666,10.25,12.866666666666667,10.25,2,7.616666666666667
NHL 2K9,True,1,True,True,Sports,True,2K,True,65,0.06,14.95,Nintendo Wii,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Brain Agey: More Training in Minutes a Day!,True,1,True,True,Action,True,Nintendo,True,77,3.65,17.95,Nintendo DS,E,True,2005,13.25,27.05,15.0,7,7.466666666666667,1.0,1.0,1.0,1,1.0,23.33333333333333,29.58333333333333,15.0,3,17.083333333333332,7.266666666666667,12.066666666666666,1.0,3,2.4833333333333334
Harvey Birdman: Attorney at Law,True,1,True,True,Adventure,True,Capcom,True,60,0.06,14.95,Nintendo Wii,M,True,2008,4.133333333333334,5.566666666666666,4.0,11,3.6166666666666663,7.066666666666666,7.066666666666666,7.066666666666666,1,7.066666666666666,0.0,0.0,0.0,0,0.0,3.85,4.266666666666667,3.75,10,3.4833333333333334
The BIGS,True,4,True,True,"Action,Simulation,Sports",True,2K,True,80,0.16,22.95,PlayStation 3,T,True,2007,16.816666666666666,30.066666666666663,10.133333333333333,4,6.916666666666667,46.68333333333333,46.68333333333333,46.68333333333333,1,46.68333333333333,0.0,0.0,0.0,0,0.0,6.866666666666667,11.7,0.5333333333333333,3,2.033333333333333
Haze,True,2,True,True,Action,True,Ubisoft,True,55,0.49,12.95,PlayStation 3,T,True,2008,7.65,15.016666666666667,6.916666666666667,19,5.633333333333333,22.766666666666666,22.766666666666666,22.766666666666666,1,22.766666666666666,6.0,6.0,6.0,1,6.0,6.866666666666667,8.933333333333334,6.916666666666667,17,5.433333333333334
Worms: A Space Oddity,True,4,True,True,"Action,Strategy",True,THQ,True,64,0.05,17.95,Nintendo Wii,M,True,2008,10.0,10.0,10.0,1,10.0,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0,0.0,0.0,0.0,0,0.0
Final Fantasy Fables: Chocobo Tales,True,1,True,True,Action,True,SquareEnix,True,75,0.1,17.95,Nintendo DS,M,True,2007,17.2,27.566666666666663,12.25,17,11.066666666666666,26.1,32.46666666666667,22.95,7,21.08333333333333,14.466666666666669,16.316666666666666,12.0,3,12.616666666666667,9.45,10.833333333333334,9.383333333333333,7,8.416666666666666
Astonishia Story,True,1,True,True,"Role-Playing (RPG),Strategy",True,Ubisoft,True,48,0.03,16.95,Sony PSP,T,True,2006,19.05,20.183333333333334,19.15,3,17.916666666666668,16.733333333333334,16.733333333333334,16.733333333333334,1,16.733333333333334,21.28333333333333,21.28333333333333,21.28333333333333,1,21.28333333333333,19.15,19.15,19.15,1,19.15
Wall-E,True,4,True,True,Action,True,THQ,True,51,0.09,17.95,PlayStation 3,M,True,2008,7.35,10.516666666666667,6.716666666666667,7,5.266666666666667,6.0,6.0,6.0,1,6.0,14.0,14.0,14.0,1,14.0,6.283333333333333,8.25,6.716666666666667,5,5.0
Dig Dug: Digging Strike,True,1,True,True,Action,True,Namco,True,65,0.06,16.95,Nintendo DS,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Frontlines: Fuel of War,True,1,True,True,Action,True,THQ,True,75,0.35,14.95,X360,M,True,2008,5.85,9.333333333333334,5.5,48,4.333333333333333,0.0,0.0,0.0,0,0.0,8.383333333333333,10.1,8.016666666666667,6,7.1,5.5,9.183333333333334,5.25,42,4.183333333333334
SpongeBob Squarepants: Creature from the Krusty Krab,True,1,True,True,"Action,Adventure",True,THQ,True,57,0.44,14.95,Nintendo Wii,T,True,2006,7.083333333333333,8.983333333333333,6.833333333333333,10,5.783333333333333,7.75,9.35,7.666666666666667,3,6.166666666666667,8.0,9.0,8.0,3,7.016666666666667,5.883333333333333,6.8,5.333333333333333,4,5.25
Hour of Victory,True,1,True,True,Action,True,Midway,True,37,0.11,12.95,X360,M,True,2007,6.133333333333334,7.2,6.15,4,5.066666666666666,0.0,0.0,0.0,0,0.0,7.0,7.0,7.0,1,7.0,5.85,6.916666666666667,5.316666666666666,3,4.783333333333333
TimeShift,True,1,True,True,Action,True,,True,70,0.32,12.95,X360,M,True,2007,8.5,11.85,8.916666666666666,78,6.35,9.066666666666666,9.516666666666667,9.0,5,8.516666666666667,10.2,12.55,10.0,9,8.716666666666667,8.216666666666667,10.65,8.4,64,6.15
Untold Legends: Brotherhood of the Blade,True,1,True,True,"Action,Role-Playing (RPG)",True,"Activision,Sony",True,68,0.56,12.95,Sony PSP,M,True,2005,21.0,21.5,21.0,2,20.5,0.0,0.0,0.0,0,0.0,22.0,22.0,22.0,1,22.0,20.0,20.0,20.0,1,20.0
Heavenly Sword,True,1,True,True,Action,True,Sony,True,79,0.57,24.95,PlayStation 3,E,True,2007,7.133333333333334,11.033333333333331,7.0,101,6.016666666666667,15.0,15.0,15.0,1,15.0,7.583333333333333,8.333333333333334,7.733333333333333,14,7.066666666666666,6.966666666666667,8.483333333333333,7.0,86,5.983333333333333
WipEout Pure,True,1,True,True,"Action,Racing / Driving",True,Sony,True,88,0.45,12.95,Sony PSP,E,True,2005,9.516666666666667,14.583333333333334,8.8,8,6.383333333333334,0.0,0.0,0.0,0,0.0,14.2,16.55,12.0,3,11.85,6.716666666666667,9.666666666666666,6.0,5,4.983333333333333
Pokmon Mystery Dungeon: Explorers of Darkness,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,59,1.91,15.95,Nintendo DS,E,True,2007,31.183333333333334,55.266666666666666,23.9,34,21.33333333333333,75.06666666666666,80.55,81.13333333333334,4,66.55,31.516666666666666,41.75,28.916666666666668,11,25.4,21.766666666666666,30.65,20.85,19,18.2
NHL 2K8 ,True,1,True,True,Sports,True,2K,True,71,0.12,6.95,X360,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Tiger Woods PGA Tour 06,True,4,True,True,Sports,True,EA,True,71,0.33,9.95,X360,T,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Looney Tunes: Acme Arsenal,True,4,True,True,Action,True,,True,40,0.07,17.95,X360,M,True,2007,3.8333333333333335,4.466666666666667,3.15,3,3.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8333333333333335,4.466666666666667,3.15,3,3.2
Tiger Woods PGA Tour 09,True,4,True,True,Sports,True,EA,True,84,0.37,19.95,X360,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Need for Speed: Undercover,True,1,True,True,Racing / Driving,True,EA,True,64,0.66,17.95,X360,E,True,2008,12.183333333333334,16.333333333333332,11.2,43,9.333333333333334,16.116666666666667,18.15,14.5,6,14.3,13.783333333333331,16.683333333333334,13.0,11,11.683333333333334,10.583333333333334,11.683333333333334,11.0,26,8.883333333333333
Flash Focus: Vision Training in Minutes a Day,True,1,True,True,Action,True,Nintendo,True,59,0.91,17.95,Nintendo DS,T,True,2007,6.0,6.0,6.0,1,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,6.0,6.0,6.0,1,6.0
Nanostray 2,True,1,True,True,Action,True,,True,75,0.04,12.95,Nintendo DS,M,True,2008,3.0,3.0,3.0,1,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,3.0,1,3.0
Madagascar: Escape 2 Africa,True,4,True,True,Action,True,Activision,True,58,0.1,24.95,PlayStation 3,M,True,2008,6.5,6.75,6.5,2,6.25,0.0,0.0,0.0,0,0.0,7.0,7.0,7.0,1,7.0,6.0,6.0,6.0,1,6.0
LEGO Batman: The Videogame,True,1,True,True,Action,True,,True,73,0.54,17.95,Sony PSP,M,True,2008,17.333333333333332,33.083333333333336,15.0,121,10.333333333333334,29.216666666666665,39.55,29.0,35,22.883333333333333,16.75,28.183333333333334,16.0,33,13.183333333333334,9.833333333333334,13.816666666666666,9.433333333333334,53,7.066666666666666
Ratatouille,True,1,True,True,Action,True,THQ,True,62,0.43,19.95,Nintendo Wii,T,True,2007,13.2,19.8,12.5,6,7.666666666666667,15.0,15.0,15.0,2,15.0,26.75,26.75,26.75,1,26.75,7.5,9.366666666666667,10.0,3,5.616666666666667
Mega Man Powered Up,True,1,True,True,Action,True,Capcom,True,82,0.11,16.95,Sony PSP,E,True,2006,5.633333333333333,7.833333333333333,5.75,6,3.533333333333333,0.0,0.0,0.0,0,0.0,8.5,9.116666666666667,8.0,3,7.866666666666667,2.783333333333333,3.4333333333333336,3.0,3,2.1333333333333333
Dragon Quest IV: Chapters of the Chosen,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,80,0.26,24.95,Nintendo DS,T,True,2007,31.566666666666663,53.766666666666666,30.0,140,23.066666666666663,42.03333333333333,54.23333333333333,40.05,15,35.516666666666666,33.46666666666667,54.766666666666666,32.11666666666667,58,24.066666666666663,27.566666666666663,38.31666666666667,26.65,67,22.5
Heatseeker,True,1,True,True,Action,True,,True,49,0.04,12.95,Sony PSP,T,True,2007,9.75,9.75,9.75,1,9.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.75,9.75,9.75,1,9.75
Marvel Nemesis: Rise of the Imperfects ,True,1,True,True,Action,True,EA,True,34,0.08,14.95,Nintendo DS,T,True,2005,5.033333333333333,6.15,4.583333333333333,8,4.133333333333334,0.0,0.0,0.0,0,0.0,6.15,7.15,7.5,3,5.133333333333334,4.366666666666666,4.633333333333333,4.166666666666667,5,3.966666666666667
Bee Movie Game,True,2,True,True,Action,True,Activision,True,62,0.32,14.95,Nintendo Wii,E,True,2007,5.766666666666667,6.266666666666667,5.633333333333333,4,5.35,6.0,6.0,6.0,1,6.0,5.266666666666667,5.266666666666667,5.266666666666667,1,5.266666666666667,5.916666666666667,6.366666666666666,5.916666666666667,2,5.45
Death Jr. II: Root of Evil,True,2,True,True,Action,True,Konami,True,68,0.05,14.95,Sony PSP,E,True,2006,9.7,11.533333333333331,9.7,2,7.85,0.0,0.0,0.0,0,0.0,13.383333333333333,13.383333333333333,13.383333333333333,1,13.383333333333333,6.016666666666667,6.016666666666667,6.016666666666667,1,6.016666666666667
Condemned: Criminal Origins,True,1,True,True,"Action,Adventure",True,Sega,True,81,0.33,14.95,X360,E,True,2005,8.166666666666666,14.866666666666667,7.55,156,5.916666666666667,14.15,15.416666666666666,15.0,7,12.283333333333331,9.533333333333331,15.583333333333334,9.0,42,7.183333333333334,7.25,11.05,7.0,107,5.55
Wario: Master of Disguise,True,1,True,True,Action,True,Nintendo,True,60,0.29,14.95,Nintendo DS,E,True,2007,10.283333333333331,12.433333333333334,9.5,4,8.533333333333333,0.0,0.0,0.0,0,0.0,15.0,15.0,15.0,1,15.0,8.716666666666667,9.416666666666666,9.0,3,8.016666666666667
Mega Man Maverick Hunter X,True,1,True,True,Action,True,Capcom,True,79,0.25,17.95,Sony PSP,E,True,2005,6.766666666666667,14.116666666666667,5.683333333333334,18,3.466666666666667,7.45,11.266666666666667,7.666666666666667,5,4.116666666666666,8.05,14.75,7.0,8,5.25,4.066666666666666,4.433333333333334,4.0,5,3.5166666666666666
Vampire Rain,True,1,True,True,Action,True,,True,30,0.04,24.95,PlayStation 3,E,True,2008,10.883333333333333,11.666666666666666,10.5,3,10.083333333333334,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.883333333333333,11.666666666666666,10.5,3,10.083333333333334
Thrillville: Off the Rails,True,1,True,True,"Simulation,Strategy",True,,True,72,0.08,16.95,Sony PSP,T,True,2007,12.15,21.433333333333334,9.633333333333333,7,7.733333333333333,10.75,11.3,10.75,2,10.183333333333334,32.0,32.0,32.0,1,32.0,7.883333333333333,9.083333333333334,8.5,4,6.383333333333334
Rayman Raving Rabbids,True,1,True,True,Action,True,Ubisoft,True,56,0.12,17.95,Nintendo DS,M,True,2007,6.7,8.216666666666667,6.183333333333334,27,5.133333333333334,8.1,8.55,8.1,2,7.65,8.266666666666667,9.1,8.133333333333333,8,6.766666666666667,5.8,6.95,6.0,17,4.866666666666667
Twisted Metal: Head-On,True,1,True,True,"Action,Racing / Driving",True,Sony,True,79,0.73,14.95,Sony PSP,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Phoenix Wright: Ace Attorney,True,1,True,True,"Adventure,Simulation",True,Capcom,True,81,0.38,24.95,Nintendo DS,E,True,2005,19.683333333333334,32.18333333333333,19.05,240,12.183333333333334,22.35,33.36666666666667,21.166666666666668,87,14.116666666666667,23.316666666666663,29.3,23.0,30,16.566666666666666,16.916666666666668,25.73333333333333,16.266666666666666,123,10.8
Pokmon Battle Revolution,True,4,True,True,"Action,Strategy",True,Nintendo,True,53,0.81,39.95,Nintendo Wii,T,True,2006,20.03333333333333,41.71666666666667,15.416666666666666,15,11.933333333333334,65.71666666666667,65.71666666666667,65.71666666666667,1,65.71666666666667,23.516666666666666,28.48333333333333,24.0,5,19.58333333333333,13.016666666666667,18.5,13.0,9,9.583333333333334
Spider-Man: Friend or Foe,True,2,True,True,Action,True,Activision,True,60,0.27,17.95,X360,E,True,2007,11.116666666666667,17.516666666666666,9.0,17,7.0,17.15,20.883333333333333,16.4,6,12.966666666666669,6.9,8.416666666666666,6.816666666666666,4,5.4,8.35,10.583333333333334,8.0,7,6.833333333333333
Battles of Prince of Persia,True,1,True,True,Strategy,True,Ubisoft,True,64,0.09,14.95,Nintendo DS,E,True,2005,8.5,10.383333333333333,8.0,3,6.616666666666667,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.5,10.383333333333333,8.0,3,6.616666666666667
Xiaolin Showdown,True,1,True,True,Action,True,Konami,True,44,0.06,14.95,Sony PSP,M,True,2006,9.45,12.05,6.0,3,6.85,16.383333333333333,16.383333333333333,16.383333333333333,1,16.383333333333333,0.0,0.0,0.0,0,0.0,6.0,6.0,6.0,2,6.0
The Settlers,True,1,True,True,Strategy,True,Ubisoft,True,39,0.09,17.95,Nintendo DS,T,True,2007,7.183333333333334,9.5,4.833333333333333,3,4.866666666666667,13.0,13.0,13.0,1,13.0,4.833333333333333,4.833333333333333,4.833333333333333,1,4.833333333333333,3.75,3.75,3.75,1,3.75
Viva Pi$?ata: Pocket Paradise,True,1,True,True,"Simulation,Strategy",True,THQ,True,82,0.28,17.95,Nintendo DS,T,True,2008,20.33333333333333,22.83333333333333,21.0,3,17.833333333333332,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,20.33333333333333,22.83333333333333,21.0,3,17.833333333333332
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,51,0.29,17.95,Nintendo DS,E,True,2007,12.383333333333333,15.65,12.25,25,8.816666666666666,15.2,17.05,15.0,10,14.05,10.0,10.0,10.0,1,10.0,10.533333333333331,14.133333333333333,10.0,14,7.8
Tom Clancy's Rainbow Six: Vegas 2,True,2,True,True,Action,True,Ubisoft,True,81,0.67,24.95,PlayStation 3,E,True,2008,9.9,19.716666666666665,9.0,76,6.666666666666667,12.0,12.0,12.0,1,12.0,12.95,21.4,12.65,20,9.4,8.75,17.433333333333334,9.0,55,6.366666666666666
Rampage: Total Destruction,True,4,True,True,Action,True,Midway,True,46,0.19,16.95,Nintendo Wii,E,True,2006,5.0,5.0,5.0,1,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,1,5.0
Shrek the Third,True,2,True,True,Action,True,Activision,True,57,0.26,16.95,Nintendo Wii,E,True,2007,5.116666666666666,5.966666666666667,4.75,4,4.466666666666667,5.5,5.5,5.5,1,5.5,7.0,7.0,7.0,1,7.0,4.0,4.0,4.0,2,4.0
Contact,True,1,True,True,"Adventure,Role-Playing (RPG)",True,,True,73,0.07,14.95,Nintendo DS,E,True,2006,15.6,21.03333333333333,14.583333333333334,20,11.033333333333331,21.383333333333333,23.03333333333333,21.766666666666666,5,18.866666666666667,21.383333333333333,23.633333333333333,19.183333333333334,3,19.133333333333333,11.75,13.566666666666666,11.733333333333333,12,9.35
Brothers in Arms: Double Time,True,1,True,True,"Action,Strategy",True,Ubisoft,True,45,0.1,17.95,Nintendo Wii,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Metroid Prime 3: Corruption,True,1,True,True,Action,True,Nintendo,True,90,0.91,19.95,Nintendo Wii,T,True,2007,15.983333333333333,26.966666666666665,15.55,114,11.9,18.866666666666667,28.433333333333334,18.5,27,13.35,16.2,19.966666666666665,16.7,45,13.3,13.9,17.1,14.0,42,11.116666666666667
Blazing Angels: Squadrons of WWII,True,2,True,True,Action,True,Ubisoft,True,57,0.75,16.95,Nintendo Wii,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Super Mario Galaxy,True,2,True,True,Action,True,Nintendo,True,97,4.94,39.95,Nintendo Wii,E,True,2007,24.83333333333333,51.56666666666667,20.0,289,13.366666666666667,44.3,62.68333333333333,45.0,61,28.1,26.516666666666666,43.333333333333336,26.85,88,18.33333333333333,15.283333333333331,25.4,15.0,140,9.733333333333333
Code Lyoko,True,1,True,True,"Action,Adventure",True,,True,63,0.03,11.95,Nintendo DS,T,True,2007,7.733333333333333,8.75,7.0,3,6.7,0.0,0.0,0.0,0,0.0,10.15,10.15,10.15,1,10.15,6.516666666666667,6.75,6.516666666666667,2,6.283333333333333
Pokmon Trozei!,True,1,True,True,Strategy,True,Nintendo,True,74,0.26,19.95,Nintendo DS,E,True,2005,3.2333333333333334,4.033333333333333,2.9333333333333336,5,2.85,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.2333333333333334,4.033333333333333,2.9333333333333336,5,2.85
Nanostray,True,1,True,True,Action,True,THQ,True,71,0.06,17.95,Nintendo DS,E,True,2005,1.4333333333333331,1.7333333333333334,1.2,5,1.2333333333333334,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.4333333333333331,1.7333333333333334,1.2,5,1.2333333333333334
Fuzion Frenzy 2,True,4,True,True,"Action,Sports",True,Microsoft,True,49,0.12,14.95,X360,T,True,2006,4.366666666666666,6.516666666666667,3.75,4,2.5166666666666666,9.0,9.0,9.0,1,9.0,5.0,5.0,5.0,1,5.0,1.75,2.1166666666666667,1.75,2,1.3666666666666667
Lost: Via Domus,True,1,True,True,"Action,Adventure",True,Ubisoft,True,55,0.15,17.95,X360,M,True,2008,5.833333333333333,9.616666666666667,5.633333333333333,30,5.116666666666666,6.566666666666666,9.883333333333333,6.0,12,5.383333333333334,5.333333333333333,5.5,5.333333333333333,2,5.166666666666667,5.35,5.8,5.366666666666666,16,4.933333333333334
College Hoops 2K7,True,6,True,True,Sports,True,2K,True,81,0.16,6.95,PlayStation 3,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Darkstalkers Chronicle: The Chaos Tower,True,1,True,True,Action,True,Capcom,True,74,0.14,14.95,Sony PSP,E,True,2004,1.6333333333333333,2.4,2.0,7,1.0666666666666669,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.6333333333333333,2.4,2.0,7,1.0666666666666669
Enemy Territory: Quake Wars,True,1,True,True,Action,True,Activision,True,69,0.26,14.95,X360,T,True,2008,9.916666666666666,16.95,7.916666666666667,8,6.95,0.0,0.0,0.0,0,0.0,8.7,10.4,8.916666666666666,4,6.9,11.116666666666667,16.966666666666665,6.75,4,7.466666666666667
Let's Tap,True,1,True,True,Simulation,True,Sega,True,70,0.06,17.95,Nintendo Wii,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Assassin's Creed,True,1,True,True,Action,True,Ubisoft,True,81,3.17,16.95,X360,T,True,2007,18.75,56.7,17.0,1100,11.933333333333334,31.933333333333334,63.25,30.0,115,22.98333333333333,19.75,34.333333333333336,19.616666666666667,443,13.583333333333334,15.3,23.566666666666663,15.0,564,10.566666666666666
Mario & Sonic at the Olympic Games,True,4,True,True,"Action,Sports",True,"Nintendo,Sega",True,67,2.74,29.95,Nintendo Wii,E,True,2007,9.233333333333333,10.05,9.0,5,8.05,10.0,10.5,10.0,2,9.5,9.583333333333334,9.866666666666667,9.583333333333334,2,9.283333333333331,7.0,7.0,7.0,1,7.0
Mercury Meltdown,True,2,True,True,Strategy,True,,True,77,0.14,12.95,Nintendo Wii,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
